id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
7738,M22598,M,300.5,312,1263,60.8,146,0,0,0,0,0
7739,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0
7740,L54920,L,300.5,312,1453,45.1,151,0,0,0,0,0
7741,L54921,L,300.5,312,1478,39,153,0,0,0,0,0
7742,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0
7743,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0
7744,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0
7745,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0
7746,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0
7747,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0
7748,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0
7749,L54929,L,300.4,311.6,1674,33,172,0,0,0,0,0
7750,L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0
7751,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0
7752,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0
7753,M22613,M,300.5,311.8,1591,42,182,0,0,0,0,0
7754,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0
7755,M22615,M,300.4,311.8,1362,47.6,188,0,0,0,0,0
7756,L54936,L,300.5,311.8,1368,57.9,191,0,0,0,1,0
7757,M22617,M,300.3,311.7,1723,28.3,193,0,0,0,0,0
7758,L54938,L,300.4,311.8,1689,30.8,196,0,0,0,0,0
7759,L54939,L,300.4,311.8,1272,59.2,198,0,0,0,1,0
7760,M22620,M,300.4,311.7,1511,33,200,0,0,0,0,0
7761,H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0
7762,M22622,M,300.3,311.5,1400,43.8,0,0,0,0,0,0
7763,L54943,L,300.4,311.6,1200,76.6,3,0,0,1,0,0
7764,M22624,M,300.4,311.7,1555,38.7,5,0,0,0,0,0
7765,H37179,H,300.3,311.6,1427,56.2,8,0,0,0,0,0
7766,L54946,L,300.3,311.4,1318,52.7,13,0,0,0,0,0
7767,H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0
7768,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0
7769,L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0
7770,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0
7771,L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0
7772,H37186,H,300.3,311.5,1464,41,29,0,0,0,0,0
7773,L54953,L,300.3,311.4,1759,24.8,34,0,0,0,0,0
7774,L54954,L,300.3,311.5,1634,31.9,36,0,0,0,0,0
7775,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0
7776,M22636,M,300.3,311.5,1445,47.3,40,0,0,0,0,0
7777,L54957,L,300.3,311.5,1695,25.6,43,0,0,0,0,0
7778,L54958,L,300.4,311.6,1517,39,45,0,0,0,0,0
7779,L54959,L,300.5,311.7,1811,26.8,47,0,0,0,0,0
7780,L54960,L,300.4,311.6,1815,23.5,49,0,0,0,0,0
7781,L54961,L,300.4,311.7,1513,40,51,0,0,0,0,0
7782,M22642,M,300.4,311.6,1518,36.4,53,0,0,0,0,0
7783,L54963,L,300.3,311.5,1667,28.8,56,0,0,0,0,0
7784,L54964,L,300.3,311.5,1403,60.1,58,0,0,0,0,0
7785,L54965,L,300.2,311.5,1383,42.1,60,0,0,0,0,0
7786,L54966,L,300.3,311.5,1466,46.2,62,0,0,0,0,0
7787,L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0
7788,M22648,M,300.2,311.5,1547,40.9,66,0,0,0,0,0
7789,L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0
7790,L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0
7791,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0
7792,H37206,H,300.1,311.4,1485,40.4,75,0,0,0,0,0
7793,L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0
7794,M22654,M,300.2,311.6,1415,55.8,82,0,0,0,0,0
7795,H37209,H,300.1,311.6,1674,29.6,85,0,0,0,0,0
7796,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0
7797,L54977,L,300,311.4,1476,39,92,0,0,0,0,0
7798,L54978,L,300,311.5,1812,28.3,94,0,0,0,0,0
7799,L54979,L,300,311.4,1374,41.9,96,0,0,0,0,0
7800,M22660,M,300.1,311.4,1524,40.6,98,0,0,0,0,0
7801,L54981,L,300,311.4,1383,49.6,101,0,0,0,0,0
7802,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0
7803,M22663,M,299.8,311.3,1517,41.2,105,0,0,0,0,0
7804,M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0
7805,L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0
7806,L54986,L,300,311.5,1349,48.6,113,0,0,0,0,0
7807,M22667,M,300,311.5,1451,49,115,0,0,0,0,0
7808,L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0
7809,M22669,M,300,311.4,1537,35.4,120,0,0,0,0,0
7810,L54990,L,300.1,311.5,2218,17,123,0,0,0,0,0
7811,M22671,M,300,311.4,1466,39,125,0,0,0,0,0
7812,L54992,L,300,311.5,1666,32,128,0,0,0,0,0
7813,L54993,L,300,311.5,1455,41.7,130,0,0,0,0,0
7814,L54994,L,300,311.4,1927,24.6,132,0,0,0,0,0
7815,M22675,M,299.9,311.3,1703,28.4,134,0,0,0,0,0
7816,L54996,L,299.8,311.2,1533,35.9,137,0,0,0,0,0
7817,H37231,H,299.8,311.3,1785,25.4,139,0,0,0,0,0
7818,L54998,L,299.8,311.2,2142,16.6,144,0,0,0,0,0
7819,L54999,L,299.8,311.2,1369,46.2,146,0,0,0,0,0
7820,M22680,M,299.8,311.2,1706,29.2,148,0,0,0,0,0
7821,L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0
7822,H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0
7823,L55003,L,300,311.3,1484,53.2,158,0,0,0,0,0
7824,L55004,L,299.9,311.3,1535,38.1,160,0,0,0,0,0
7825,M22685,M,299.9,311.2,1579,35.5,162,0,0,0,0,0
7826,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0
7827,M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0
7828,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0
7829,L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0
7830,H37244,H,299.9,311.2,1495,35.8,175,0,0,0,0,0
7831,M22691,M,300,311.4,1533,42.6,180,0,0,0,0,0
7832,L55012,L,300,311.4,1484,37,183,0,0,0,0,0
7833,L55013,L,300,311.4,1604,38.7,185,0,0,0,0,0
7834,L55014,L,300,311.4,1483,45.6,187,0,0,0,0,0
7835,L55015,L,300.1,311.5,1549,34.7,189,0,0,0,0,0
7836,L55016,L,300.1,311.4,1604,35,191,0,0,0,0,0
7837,L55017,L,300.2,311.5,1685,31,193,0,0,0,0,0
7838,L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0
7839,L55019,L,300.3,311.6,1374,47.4,197,0,0,0,0,0
7840,L55020,L,300.2,311.6,1606,31,199,0,0,0,0,0
7841,L55021,L,300.1,311.5,1471,47.2,201,0,0,0,0,0
7842,L55022,L,300.1,311.5,1659,31.1,203,0,0,0,0,0
7843,M22703,M,300.1,311.7,1400,48.5,205,0,0,0,0,0
7844,L55024,L,300.1,311.7,1503,42.6,208,0,0,0,0,0
7845,L55025,L,300.2,311.8,1798,23.2,210,0,0,0,0,0
7846,M22706,M,300.2,311.6,1608,35,212,0,0,0,0,0
7847,L55027,L,300.2,311.6,1322,50.9,215,0,0,0,0,0
7848,H37262,H,300.2,311.6,1547,37.7,217,0,0,0,0,0
7849,M22709,M,300.3,311.7,1374,47.9,222,1,0,0,0,0
7850,M22710,M,300.3,311.7,1447,36.8,0,0,0,0,0,0
7851,L55031,L,300.4,311.7,1373,47.2,3,0,0,0,0,0
7852,L55032,L,300.3,311.7,1515,37.5,5,0,0,0,0,0
7853,L55033,L,300.3,311.7,1317,56.5,7,0,0,0,0,0
7854,L55034,L,300.3,311.8,1551,37.2,9,0,0,0,0,0
7855,M22715,M,300.3,311.8,1592,32.1,11,0,0,0,0,0
7856,L55036,L,300.4,311.8,1433,42.2,14,0,0,0,0,0
7857,L55037,L,300.5,311.9,1432,43.1,16,0,0,0,0,0
7858,L55038,L,300.5,311.9,1350,51.7,18,0,0,0,0,0
7859,M22719,M,300.5,311.9,1370,44.8,20,0,0,0,0,0
7860,L55040,L,300.5,312,1415,44.6,23,0,0,0,0,0
7861,L55041,L,300.5,312,1498,42.9,25,0,0,0,0,0
7862,M22722,M,300.5,312,1382,54.1,27,0,0,0,0,0
7863,M22723,M,300.5,311.9,1511,44.5,30,0,0,0,0,0
7864,L55044,L,300.5,311.9,1330,59.5,33,0,0,0,0,0
7865,L55045,L,300.5,311.9,1383,50.5,35,0,0,0,0,0
7866,L55046,L,300.5,311.9,1431,49.4,37,0,0,0,0,0
7867,L55047,L,300.5,312,1461,38.1,39,0,0,0,0,0
7868,H37282,H,300.4,311.9,1438,46.7,41,0,0,0,0,1
7869,M22729,M,300.5,312,1779,27.7,46,0,0,0,0,0
7870,M22730,M,300.6,312.1,1293,52.3,49,0,0,0,0,0
7871,L55051,L,300.6,312.2,1308,54.7,52,0,0,0,0,0
7872,L55052,L,300.6,312.3,1532,37.2,54,0,0,0,0,0
7873,L55053,L,300.7,312.4,1470,38.6,56,0,0,0,0,0
7874,L55054,L,300.7,312.3,1548,37.9,58,0,0,0,0,0
7875,L55055,L,300.7,312.3,1898,24,60,0,0,0,0,0
7876,H37290,H,300.7,312.2,1335,49,62,0,0,0,0,0
7877,L55057,L,300.7,312.3,1420,53.8,67,0,0,0,0,0
7878,L55058,L,300.7,312.3,1418,49,69,0,0,0,0,0
7879,M22739,M,300.8,312.3,1535,40.3,71,0,0,0,0,0
7880,H37294,H,300.7,312.4,1457,47.2,74,0,0,0,0,0
7881,L55061,L,300.8,312.4,1493,39.1,79,0,0,0,0,0
7882,H37296,H,300.7,312.3,1670,27.3,81,0,0,0,0,0
7883,H37297,H,300.7,312.3,1446,45.4,86,0,0,0,0,0
7884,L55064,L,300.8,312.4,1465,59.1,91,0,0,1,0,0
7885,L55065,L,300.7,312.3,1590,36.3,93,0,0,0,0,0
7886,M22746,M,300.6,312.2,2174,18.5,95,0,0,0,0,0
7887,L55067,L,300.7,312.4,1590,37.9,98,0,0,0,0,0
7888,L55068,L,300.7,312.3,1577,33.2,100,0,0,0,0,0
7889,M22749,M,300.7,312.4,1371,61.7,102,0,0,0,0,0
7890,L55070,L,300.8,312.4,1767,25.6,105,0,0,0,0,0
7891,L55071,L,300.8,312.5,1517,39.2,107,0,0,0,0,0
7892,M22752,M,300.9,312.6,1555,40.6,109,0,0,0,0,0
7893,L55073,L,300.9,312.7,1416,43.8,112,0,0,0,0,0
7894,M22754,M,300.8,312.6,1588,35.6,114,0,0,0,0,0
7895,L55075,L,300.8,312.6,1422,50,117,0,0,0,0,0
7896,L55076,L,300.8,312.6,1376,53.6,119,0,0,0,0,0
7897,L55077,L,300.8,312.5,1434,50.7,121,0,0,0,0,0
7898,L55078,L,300.8,312.5,1423,47.3,123,0,0,0,0,0
7899,L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0
7900,L55080,L,300.8,312.4,1825,23.8,127,0,0,0,0,0
7901,L55081,L,300.8,312.4,1365,44.5,129,0,0,0,0,0
7902,M22762,M,300.7,312.3,1430,47.2,131,0,0,0,0,0
7903,L55083,L,300.8,312.3,1435,44.8,134,0,0,0,0,0
7904,M22764,M,300.8,312.4,1811,25.1,136,0,0,0,0,0
7905,M22765,M,300.8,312.4,1465,43.7,139,0,0,0,0,0
7906,L55086,L,300.9,312.4,1372,51,142,0,0,0,0,0
7907,L55087,L,300.8,312.3,1858,26.3,144,0,0,0,0,0
7908,L55088,L,300.7,312.3,1715,26.8,146,0,0,0,0,0
7909,L55089,L,300.7,312.2,1590,38.5,148,0,0,0,0,0
7910,M22770,M,300.8,312.2,1664,25.7,150,0,0,0,0,0
7911,L55091,L,300.7,312.1,1512,36.9,153,0,0,0,0,0
7912,L55092,L,300.7,312.1,1498,44,155,0,0,0,0,0
7913,L55093,L,300.7,312.1,1395,41.9,157,0,0,0,0,0
7914,H37328,H,300.7,312.1,1490,43.1,159,0,0,0,0,0
7915,H37329,H,300.8,312.1,1527,35.1,164,0,0,0,0,0
7916,L55096,L,300.8,312.1,1512,37.1,169,0,0,0,0,0
7917,L55097,L,300.9,312.1,1474,42.4,171,0,0,0,0,0
7918,L55098,L,300.8,312.1,1505,41.3,173,0,0,0,0,0
7919,L55099,L,300.8,312,1496,40,175,0,0,0,0,0
7920,L55100,L,300.8,312,1382,49.3,177,0,0,0,0,0
7921,L55101,L,300.7,311.9,1419,47.7,179,0,0,0,0,0
7922,L55102,L,300.7,311.9,1462,39.7,181,0,0,0,0,0
7923,M22783,M,300.8,312,1450,45,183,0,0,0,0,0
7924,H37338,H,300.7,311.9,1389,46.5,186,0,0,0,0,0
7925,M22785,M,300.7,311.9,1697,28.2,191,0,0,0,0,0
7926,L55106,L,300.7,311.9,1335,57.1,194,0,0,0,1,0
7927,L55107,L,300.7,311.9,1476,42,196,0,0,0,0,0
7928,L55108,L,300.6,311.7,1497,43.6,198,0,0,0,0,0
7929,M22789,M,300.6,311.6,1669,29.2,200,0,0,0,0,0
7930,L55110,L,300.6,311.6,1455,48,203,0,0,0,0,0
7931,L55111,L,300.7,311.7,1499,38.4,205,0,0,0,0,0
7932,L55112,L,300.7,311.8,1478,41.9,207,0,0,0,0,0
7933,L55113,L,300.8,311.8,1928,21.8,209,0,0,0,0,0
7934,M22794,M,300.8,311.9,1621,28.3,211,0,0,0,0,0
7935,M22795,M,300.8,311.9,1356,44.3,214,0,0,0,0,0
7936,L55116,L,300.8,311.7,1490,46.4,217,0,0,0,0,0
7937,L55117,L,300.8,311.7,1578,31.4,219,0,0,0,0,0
7938,L55118,L,300.8,311.7,1681,31.3,221,0,0,0,0,0
7939,L55119,L,300.8,311.8,1417,43.4,223,0,0,0,0,0
7940,M22800,M,300.7,311.7,1532,40,0,0,0,0,0,0
7941,M22801,M,300.7,311.7,1499,38.9,3,0,0,0,0,0
7942,L55122,L,300.8,311.7,1432,45.8,6,0,0,0,0,0
7943,L55123,L,300.8,311.7,1753,29,8,0,0,0,0,0
7944,L55124,L,300.8,311.7,1414,49,10,0,0,0,0,0
7945,L55125,L,300.8,311.7,1655,32.2,12,0,0,0,0,0
7946,L55126,L,300.8,311.6,1516,35.6,14,0,0,0,0,0
7947,L55127,L,300.8,311.7,1426,45.5,16,0,0,0,0,0
7948,L55128,L,300.8,311.7,1479,39.4,18,0,0,0,0,0
7949,M22809,M,300.7,311.5,1569,36.4,20,0,0,0,0,0
7950,L55130,L,300.8,311.6,1568,36,23,0,0,0,0,0
7951,M22811,M,300.9,311.8,1843,24.5,25,0,0,0,0,0
7952,M22812,M,300.9,311.9,1480,40.9,28,0,0,0,0,0
7953,L55133,L,301,312,1447,36.8,31,0,0,0,0,0
7954,L55134,L,301,311.9,1454,41.9,33,0,0,0,0,0
7955,M22815,M,300.9,311.9,1310,56.1,35,0,0,0,0,0
7956,H37370,H,300.9,311.9,1513,38,38,0,0,0,0,0
7957,H37371,H,300.9,311.9,2140,16.5,43,0,0,0,0,0
7958,L55138,L,301,312.1,1377,49.9,48,0,0,0,0,0
7959,L55139,L,301,312.1,1585,32.3,50,0,0,0,0,0
7960,H37374,H,301.1,312.2,1491,42.6,52,0,0,0,0,0
7961,L55141,L,301,312.2,1264,59,57,0,0,0,0,0
7962,L55142,L,301,312.2,1372,47,59,0,0,0,0,0
7963,L55143,L,301,312.2,1510,39.9,61,0,0,0,0,0
7964,L55144,L,300.9,312.1,1423,40.2,63,0,0,0,0,0
7965,L55145,L,301.1,312.3,1464,35.3,65,0,0,0,0,0
7966,L55146,L,301,312.2,1602,35.9,67,0,0,0,0,0
7967,M22827,M,301,312.2,1629,32.6,69,0,0,0,0,0
7968,L55148,L,300.9,312.2,1811,23.2,72,0,0,0,0,0
7969,L55149,L,300.9,312.1,1711,28.8,74,0,0,0,0,0
7970,M22830,M,300.9,312.1,1297,48.6,76,0,0,0,0,0
7971,L55151,L,301,312.1,1405,46.1,79,0,0,0,0,0
7972,L55152,L,301.1,312.2,1397,54.9,81,0,0,0,0,0
7973,L55153,L,301.1,312.3,1682,29.7,83,0,0,0,0,0
7974,L55154,L,301.2,312.3,1528,38.4,85,0,0,0,0,0
7975,M22835,M,301.2,312.3,1548,38.3,87,0,0,0,0,0
7976,H37390,H,301.2,312.4,1395,47.8,90,0,0,0,0,0
7977,L55157,L,301.2,312.4,1378,59,95,0,0,0,0,0
7978,L55158,L,301.2,312.4,1480,53.5,97,0,0,0,0,0
7979,M22839,M,301.2,312.4,1428,36.6,99,0,0,0,0,0
7980,M22840,M,301.2,312.4,1505,39.6,102,0,0,0,0,0
7981,L55161,L,301,312.3,1445,36.4,105,0,0,0,0,0
7982,L55162,L,301,312.3,1488,42.6,107,0,0,0,0,0
7983,L55163,L,301,312.2,1601,33,109,0,0,0,0,0
7984,L55164,L,301,312.3,1550,34.9,111,0,0,0,0,0
7985,L55165,L,301,312.2,1540,34.1,113,0,0,0,0,0
7986,L55166,L,301.1,312.3,1587,34.5,115,0,0,0,0,0
7987,H37401,H,301,312.2,1489,40.3,117,0,0,0,0,0
7988,L55168,L,301.1,312.3,1486,34.9,122,0,0,0,0,0
7989,L55169,L,301.1,312.4,1430,37.9,124,0,0,0,0,0
7990,M22850,M,301.1,312.4,1809,25.1,126,0,0,0,0,0
7991,L55171,L,301.1,312.3,1534,39,129,0,0,0,0,0
7992,M22852,M,301.1,312.3,1852,25.9,131,0,0,0,0,0
7993,L55173,L,301.1,312.3,1595,31.9,134,0,0,0,0,0
7994,L55174,L,301,312.3,1424,43.5,136,0,0,0,0,0
7995,L55175,L,301,312.2,1776,28.8,138,0,0,0,0,0
7996,M22856,M,301,312.2,1499,41.5,140,0,0,0,0,0
7997,M22857,M,301,312.2,2710,9.7,143,0,0,1,0,0
7998,L55178,L,300.9,312.1,1359,51.7,146,0,0,0,0,0
7999,M22859,M,300.9,312.1,1617,31,148,0,0,0,0,0
8000,M22860,M,300.8,312,1443,53.3,151,0,0,0,0,0
8001,L55181,L,300.8,312,1374,50.2,154,0,0,0,0,0
8002,M22862,M,300.9,312.1,1851,23,156,0,0,0,0,0
8003,M22863,M,300.8,312,1274,67.3,159,0,0,0,0,0
8004,L55184,L,300.9,312,1533,44,162,0,0,0,0,0
8005,L55185,L,300.8,312,1477,37.3,164,0,0,0,0,0
8006,L55186,L,300.9,312.1,1462,46,166,0,0,0,0,0
8007,M22867,M,301,312.1,1664,28.4,168,0,0,0,0,0
8008,L55188,L,300.8,311.9,1414,41.1,171,0,0,0,0,0
8009,H37423,H,300.9,312,2129,17.8,173,0,0,0,0,0
8010,L55190,L,300.8,311.8,1323,61.1,178,0,0,0,0,0
8011,L55191,L,300.8,311.8,1427,43.3,180,0,0,0,0,0
8012,M22872,M,300.9,312,1375,56.1,182,0,0,0,0,0
8013,M22873,M,300.9,312,1402,50.7,185,0,0,0,0,0
8014,L55194,L,300.9,312,1500,44.2,188,0,0,0,0,0
8015,M22875,M,301,312,1558,37.5,190,0,0,0,0,0
8016,M22876,M,300.9,312,1447,41.4,193,0,0,0,0,0
8017,L55197,L,301,312,1518,39.3,196,0,0,0,0,0
8018,L55198,L,301,311.9,1889,23.5,198,0,0,0,0,0
8019,L55199,L,301,312.1,1675,30.7,200,0,0,0,0,0
8020,H37434,H,300.9,312,1720,27.9,202,0,0,0,0,0
8021,M22881,M,301,312,1499,34.6,207,0,0,0,0,0
8022,L55202,L,300.9,312,1441,43.8,210,0,0,0,0,0
8023,H37437,H,300.9,312,1397,42.7,212,0,0,0,0,0
8024,L55204,L,300.9,312,1493,38.7,217,0,0,0,0,0
8025,M22885,M,300.8,312,1422,50.7,219,0,0,0,0,0
8026,L55206,L,300.7,311.9,1399,50.2,222,0,0,0,1,0
8027,L55207,L,300.6,311.9,1425,44.9,224,0,0,0,0,0
8028,L55208,L,300.6,311.8,1501,44.8,226,0,0,0,0,0
8029,M22889,M,300.6,311.9,1629,35.3,0,0,0,0,0,0
8030,L55210,L,300.6,312,1490,42.2,3,0,0,0,0,0
8031,L55211,L,300.7,312,1550,32.4,5,0,0,0,0,0
8032,L55212,L,300.8,312,1416,46.5,7,0,0,0,0,0
8033,L55213,L,300.7,311.9,1485,38.8,9,0,0,0,0,0
8034,L55214,L,300.7,311.8,1564,36.8,11,0,0,0,0,0
8035,L55215,L,300.7,311.7,1910,19.7,13,0,0,0,0,0
8036,L55216,L,300.7,311.7,1460,46.1,15,0,0,0,0,0
8037,L55217,L,300.7,311.8,1603,34.1,17,0,0,0,0,0
8038,L55218,L,300.7,311.8,1486,47.3,19,0,0,0,0,0
8039,L55219,L,300.8,311.9,1560,31.8,21,0,0,0,0,0
8040,L55220,L,300.8,311.9,1498,39.3,23,0,0,0,0,0
8041,H37455,H,300.8,311.9,1431,48.5,25,0,0,0,0,0
8042,L55222,L,300.8,311.9,1486,45.1,30,0,0,0,0,0
8043,L55223,L,300.7,311.9,1486,35.8,32,0,0,0,0,0
8044,L55224,L,300.7,311.8,1441,38.1,34,0,0,0,0,0
8045,M22905,M,300.7,311.9,1366,55.1,36,0,0,0,0,0
8046,L55226,L,300.6,311.8,1471,41.4,39,0,0,0,0,0
8047,L55227,L,300.6,311.9,1463,38.2,41,0,0,0,0,0
8048,L55228,L,300.6,311.9,1413,41.3,43,0,0,0,0,0
8049,H37463,H,300.6,311.9,1604,30.5,45,0,0,0,0,0
8050,L55230,L,300.7,312,1401,51.1,50,0,0,0,0,0
8051,L55231,L,300.6,311.8,1652,27.2,52,0,0,0,0,0
8052,L55232,L,300.5,311.9,1403,45.7,54,0,0,0,0,0
8053,L55233,L,300.5,311.9,1887,21.7,56,0,0,0,0,0
8054,L55234,L,300.4,311.8,1405,47.9,58,0,0,0,0,0
8055,H37469,H,300.2,311.6,1496,41.1,60,0,0,0,0,0
8056,L55236,L,300.1,311.5,1499,43.4,65,0,0,0,0,0
8057,L55237,L,300.2,311.5,1549,37.2,67,0,0,0,0,0
8058,L55238,L,300.3,311.6,1515,44.9,69,0,0,0,0,0
8059,L55239,L,300.2,311.6,1540,37.7,71,0,0,0,0,0
8060,H37474,H,300.2,311.5,1426,44.3,73,0,0,0,0,0
8061,M22921,M,300.2,311.6,1465,41.4,78,0,0,0,0,0
8062,M22922,M,300.3,311.6,1359,54.1,81,0,0,0,0,0
8063,M22923,M,300.3,311.7,1551,36.4,84,0,0,0,0,0
8064,L55244,L,300.5,311.8,1596,34.8,87,0,0,0,0,0
8065,M22925,M,300.5,311.9,1670,26.3,89,0,0,0,0,0
8066,L55246,L,300.4,311.9,1868,21.3,92,0,0,0,0,0
8067,M22927,M,300.6,312,1490,39.8,94,0,0,0,0,0
8068,M22928,M,300.5,311.9,1676,35.2,97,0,0,0,0,0
8069,M22929,M,300.5,311.9,1875,22.1,100,0,0,0,0,0
8070,M22930,M,300.5,312,1867,23,103,0,0,0,0,0
8071,L55251,L,300.5,312,1646,29.5,106,0,0,0,0,0
8072,H37486,H,300.5,312,1375,43.2,108,0,0,0,0,0
8073,L55253,L,300.5,312,1558,36.7,113,0,0,0,0,0
8074,L55254,L,300.4,312,1631,34.9,115,0,0,0,0,0
8075,L55255,L,300.4,312,1366,43,117,0,0,0,0,0
8076,L55256,L,300.3,311.8,1360,48,119,0,0,0,0,0
8077,L55257,L,300.3,311.8,1547,39.7,121,0,0,0,0,0
8078,L55258,L,300.3,311.7,1571,31.2,123,0,0,0,0,0
8079,L55259,L,300.2,311.5,1528,36.1,125,0,0,0,0,0
8080,H37494,H,300.2,311.5,1432,43.6,127,0,0,0,0,0
8081,L55261,L,300.2,311.6,1356,53.5,132,0,0,0,0,0
8082,H37496,H,300.1,311.5,1422,46.2,134,0,0,0,0,0
8083,L55263,L,300.1,311.4,1438,42.2,139,0,0,0,0,0
8084,L55264,L,300.2,311.4,1483,44.4,141,0,0,0,0,0
8085,L55265,L,300.2,311.4,1331,49.8,143,0,0,0,0,0
8086,L55266,L,300.2,311.4,1463,37.5,145,0,0,0,0,0
8087,L55267,L,300.1,311.4,1446,40.6,147,0,0,0,0,0
8088,L55268,L,300.1,311.4,1356,45.7,149,0,0,0,0,0
8089,L55269,L,300.1,311.3,1676,30.3,151,0,0,0,0,0
8090,L55270,L,300.1,311.4,1910,23,153,0,0,0,0,0
8091,L55271,L,300.2,311.6,1375,56.9,155,0,0,0,0,0
8092,M22952,M,300.2,311.6,1513,40.8,157,0,0,0,0,0
8093,L55273,L,300.2,311.6,1511,35.7,160,0,0,0,0,0
8094,H37508,H,300.2,311.6,1662,28.8,162,0,0,0,0,0
8095,L55275,L,300.2,311.7,1493,48.3,167,0,0,0,0,0
8096,M22956,M,300.2,311.7,1555,37.4,169,0,0,0,0,0
8097,L55277,L,300.3,311.7,1452,41.5,172,0,0,0,0,0
8098,L55278,L,300.2,311.6,1500,39,174,0,0,0,0,0
8099,L55279,L,300.2,311.7,1603,30.5,176,0,0,0,0,0
8100,L55280,L,300.3,311.7,1682,27.8,178,0,0,0,0,0
8101,L55281,L,300.3,311.8,1567,37.7,180,0,0,0,0,0
8102,L55282,L,300.3,311.8,1413,46,182,0,0,0,0,0
8103,M22963,M,300.3,311.9,1429,41.6,184,0,0,0,0,0
8104,L55284,L,300.3,311.9,1692,31.5,187,0,0,0,0,0
8105,L55285,L,300.4,311.9,1476,48.7,189,0,0,0,0,0
8106,M22966,M,300.4,312,1596,30.4,191,0,0,0,0,0
8107,H37521,H,300.3,311.9,1390,49,194,0,0,0,0,0
8108,M22968,M,300.3,311.8,1607,33.7,199,0,0,0,0,0
8109,L55289,L,300.3,311.7,1821,26.3,202,0,0,0,0,0
8110,H37524,H,300.3,311.8,2141,18.5,204,0,0,0,0,0
8111,M22971,M,300.4,311.8,1553,33.1,209,1,0,0,0,0
8112,M22972,M,300.4,311.8,1442,45.1,0,0,0,0,0,0
8113,L55293,L,300.4,311.7,1459,45.6,3,0,0,0,0,0
8114,H37528,H,300.4,311.8,2496,13.5,5,0,0,0,0,0
8115,L55295,L,300.4,311.8,1367,57.2,10,0,0,0,0,0
8116,L55296,L,300.3,311.8,2004,19.6,12,0,0,0,0,0
8117,L55297,L,300.3,311.7,1406,47.5,14,0,0,0,0,0
8118,L55298,L,300.3,311.8,1548,33,16,0,0,0,0,0
8119,L55299,L,300.3,311.7,1333,55.2,18,0,0,0,0,0
8120,L55300,L,300.2,311.6,1767,26.4,20,0,0,0,0,0
8121,L55301,L,300.2,311.6,1827,27,22,0,0,0,0,0
8122,M22982,M,300.2,311.6,1533,46.4,24,0,0,0,0,0
8123,H37537,H,300.2,311.5,1515,36.8,27,0,0,0,0,0
8124,L55304,L,300.2,311.4,1568,41,32,0,0,0,0,0
8125,L55305,L,300.2,311.4,1452,47.8,34,0,0,0,0,0
8126,L55306,L,300.2,311.4,1433,37.9,36,0,0,0,0,0
8127,M22987,M,300.1,311.3,1650,33.8,38,0,0,0,0,0
8128,L55308,L,300.1,311.4,1629,31.3,41,0,0,0,0,0
8129,L55309,L,300,311.3,1520,39.2,43,0,0,0,0,0
8130,H37544,H,300,311.2,1393,43.1,45,0,0,0,0,0
8131,H37545,H,299.9,311.2,1364,49.6,50,0,0,0,0,0
